#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2016,6,7,291.5263158,7.001754386,7.680701754,0.913333333,4.145614035,NAN,244.2631579,NAN,16.71754386,18.65263158,NAN,NAN,NAN
2016,6,8,298.8333333,9.25625,10.09861111,1.406388889,4.67375,NAN,276.3611111,NAN,15.07361111,18.68645833,NAN,NAN,NAN
2016,6,9,264.4027778,4.509722222,5.065277778,0.534930556,3.167430556,NAN,196.7986111,NAN,16.53472222,NAN,NAN,NAN,NAN
2016,6,10,122.2638889,3.329861111,3.698611111,0.270902778,2.106875,NAN,71.76388889,NAN,19.78888889,NAN,NAN,NAN,NAN
2016,6,11,228.8601399,5.587412587,6.097902098,0.582167832,3.301888112,NAN,178.6433566,NAN,23.08111888,20.064,NAN,NAN,NAN
2016,6,12,224.9861111,5.782638889,6.36875,0.734375,3.786388889,NAN,134.3402778,NAN,19.16736111,19.4875,NAN,NAN,NAN
2016,6,13,118.1666667,4.877083333,5.46875,0.753819444,3.918055556,NAN,94.98611111,NAN,16.41388889,19.72847222,NAN,NAN,NAN
2016,6,14,91.06944444,5.918055556,6.515277778,0.624097222,3.298472222,NAN,80.29166667,NAN,17.90208333,20.07916667,NAN,NAN,NAN
2016,6,15,139.4195804,4.611888112,5.135664336,0.380559441,2.276153846,NAN,98.6993007,NAN,21.55244755,20.12867133,NAN,NAN,NAN
2016,6,16,173.5972222,2.829166667,3.329861111,0.431388889,2.308819444,NAN,93.30555556,NAN,21.0375,20.64791667,NAN,NAN,NAN
2016,6,17,59.29166667,6.630555556,7.220138889,0.810069444,3.444027778,NAN,70.55555556,NAN,20.03402778,20.37986111,NAN,NAN,NAN
2016,6,18,134.6783217,1.984615385,2.308391608,0.214265734,2.286363636,NAN,52.3006993,NAN,20.85244755,21.02097902,NAN,NAN,NAN
2016,6,19,165.3194444,2.968055556,3.393055556,0.224375,1.889583333,NAN,127.8402778,NAN,23.29166667,22.05763889,NAN,NAN,NAN
2016,6,20,230.1666667,5.990277778,6.659027778,0.474027778,2.498541667,NAN,171.7083333,NAN,24.725,21.37916667,NAN,NAN,NAN
2016,6,21,119.8611111,5.172222222,5.631944444,0.608680556,3.439861111,NAN,120.3680556,NAN,21.9625,21.4,NAN,NAN,NAN
2016,6,22,231.1388889,4.994444444,5.454166667,0.567152778,3.314652778,NAN,184.2638889,NAN,21.41875,21.63541667,NAN,NAN,NAN
2016,6,23,155.8333333,4.291666667,4.797222222,0.374791667,2.265208333,NAN,98.57638889,NAN,21.17569444,21.66388889,NAN,NAN,NAN
2016,6,24,68.75694444,5.511111111,5.954861111,0.719930556,1.6,NAN,62.65277778,NAN,20.63958333,21.55069444,NAN,NAN,NAN
2016,6,25,66.29166667,3.152777778,3.479861111,0.302361111,2.015763889,NAN,54.6875,NAN,21.32222222,21.88472222,NAN,NAN,NAN
2016,6,26,174.7013889,4.786111111,5.400694444,0.333055556,2.254930556,NAN,120.1805556,NAN,24.61805556,22.51527778,NAN,NAN,NAN
2016,6,27,255.625,4.3875,4.843055556,0.435902778,2.886388889,NAN,128.6597222,NAN,24.55763889,22.85902778,NAN,NAN,NAN
2016,6,28,99.82638889,5.261111111,5.909027778,0.700416667,3.635416667,NAN,77.92361111,NAN,21.07152778,22.88819444,NAN,NAN,NAN
2016,6,29,158.1597222,4.620138889,5.431944444,0.812569444,4.181527778,NAN,102.7152778,NAN,18.38611111,22.67569444,NAN,NAN,NAN
2016,6,30,193.986014,3.42027972,3.753146853,0.275244755,2.285594406,NAN,133.7412587,NAN,20.99370629,22.82097902,NAN,NAN,NAN
2016,7,1,213.5785714,6.708571429,7.324285714,0.657785714,3.030428571,NAN,179.3785714,NAN,21.49214286,22.64642857,NAN,NAN,NAN
2016,7,2,191.4027778,3.922916667,4.573611111,0.573958333,3.476180556,NAN,132.3402778,NAN,19.37152778,22.63541667,NAN,NAN,NAN
2016,7,3,172.3472222,3.042361111,3.395833333,0.204097222,1.783263889,NAN,127.7916667,NAN,20.39930556,22.90208333,NAN,NAN,NAN
2016,7,4,123.8461538,3.66993007,4.102797203,0.289230769,2.022307692,NAN,80.51048951,NAN,21.25454545,22.42727273,NAN,NAN,NAN
2016,7,5,236.4255319,3.229078014,3.594326241,0.314397163,2.616690647,NAN,170.893617,NAN,22.25177305,22.75886525,NAN,NAN,NAN
2016,7,6,225.7916667,4.140972222,4.722222222,0.306319444,2.204097222,NAN,163.1944444,NAN,24.55763889,23.36875,NAN,NAN,NAN
2016,7,7,227.1805556,3.668055556,4.063194444,0.329444444,2.816111111,NAN,150.5972222,NAN,23.79305556,23.49027778,NAN,NAN,NAN
2016,7,8,198.5625,3.941666667,4.381944444,0.387083333,2.655277778,NAN,136.6458333,NAN,24.20208333,24.10555556,NAN,NAN,NAN
2016,7,9,265.625,7.475694444,8.124305556,0.944513889,4.064791667,NAN,242.3125,NAN,23.01458333,23.80972222,NAN,NAN,NAN
2016,7,10,241.6180556,4.345833333,4.846527778,0.602222222,3.532430556,NAN,177.5555556,NAN,21.99305556,23.75763889,NAN,NAN,NAN
2016,7,11,111,3.8875,4.215277778,0.235902778,2.107222222,NAN,70.11805556,NAN,23.57083333,23.96597222,NAN,NAN,NAN
2016,7,12,182.0069444,3.867361111,4.423611111,0.313055556,2.136180556,NAN,125.6666667,NAN,26.39236111,24.30972222,NAN,NAN,NAN
2016,7,13,187.7377049,4.6,5.156557377,0.365819672,2.54057377,NAN,133.6557377,NAN,25.89836066,24.48196721,NAN,NAN,NAN
2016,7,14,239.2777778,6.617361111,7.371527778,0.757638889,3.542291667,NAN,215.1597222,NAN,24.19097222,24.02152778,NAN,NAN,NAN
2016,7,15,258.4265734,5.86013986,6.408391608,0.713776224,3.931608392,NAN,210.3076923,NAN,24.53216783,24.22237762,NAN,NAN,NAN
2016,7,16,76.84615385,5.446153846,6.030769231,0.677272727,3.610909091,NAN,97.06293706,NAN,21.64265734,24.26363636,NAN,NAN,NAN
2016,7,17,153.8263889,3.851388889,4.468055556,0.283819444,2.155486111,NAN,84.97916667,NAN,22.91736111,24.56388889,NAN,NAN,NAN
2016,7,18,242.3263889,6.288194444,7.072222222,0.683402778,3.576597222,NAN,196.5625,NAN,25.15138889,23.99375,NAN,NAN,NAN
2016,7,19,195.1188811,4.095104895,4.539160839,0.448111888,3.343006993,NAN,104.1888112,NAN,23.31748252,24.14685315,NAN,NAN,NAN
2016,7,20,97.27083333,3.411111111,3.918055556,0.425138889,3.14,NAN,95.39583333,NAN,22.43333333,24.36180556,NAN,NAN,NAN
2016,7,21,214.084507,3.345070423,3.721126761,0.223521127,2.942624113,NAN,99.73943662,NAN,24.90704225,25.00895522,NAN,NAN,NAN
2016,7,22,258.1258741,5.205594406,5.702797203,0.545524476,3.41,NAN,164.4685315,NAN,26.06853147,24.95664336,NAN,NAN,NAN
2016,7,23,250.3055556,3.236111111,3.569444444,0.269930556,2.343194444,NAN,177.2430556,NAN,25.69097222,25.18541667,NAN,NAN,NAN
2016,7,24,168.1805556,3.693055556,4.174305556,0.289236111,2.039027778,NAN,116.7430556,NAN,25.88125,25.65625,NAN,NAN,NAN
2016,7,25,233.4930556,5.870138889,6.420833333,0.592847222,3.236944444,NAN,167.9236111,NAN,26.23402778,25.22291667,NAN,NAN,NAN
2016,7,26,141.2222222,4.253472222,4.704166667,0.520069444,3.457638889,NAN,92.6875,NAN,24.55902778,25.41180556,NAN,NAN,NAN
2016,7,27,200.7183099,2.714084507,2.998591549,0.186338028,1.931408451,NAN,106.8521127,NAN,24.56408451,25.79366197,NAN,NAN,NAN
2016,7,28,119.0208333,2.871527778,3.228472222,0.173888889,1.754444444,NAN,64.61111111,NAN,25.10069444,25.55208333,NAN,NAN,NAN
2016,7,29,109.0763889,3.804861111,4.240277778,0.410902778,2.588194444,NAN,76.46527778,NAN,24.51041667,25.56597222,NAN,NAN,NAN
2016,7,30,111.5138889,4.054166667,4.508333333,0.571875,3.769444444,NAN,77.77777778,NAN,24.01736111,25.42847222,NAN,NAN,NAN
2016,7,31,232.5625,3.169444444,3.579166667,0.455625,4.245138889,NAN,115.5833333,NAN,23.66944444,25.42361111,NAN,NAN,NAN
2016,8,1,161.1468531,2.774825175,3.203496503,0.286713287,3.118461538,NAN,100.0699301,NAN,24.26153846,25.89300699,NAN,NAN,NAN
2016,8,2,78.95104895,4.723076923,5.212587413,0.495524476,2.833916084,NAN,58.6013986,NAN,24.66713287,26.32307692,NAN,NAN,NAN
2016,8,3,94.89583333,4.711805556,5.15625,0.573819444,3.597569444,NAN,75.24305556,NAN,25.49027778,26.15208333,NAN,NAN,NAN
2016,8,4,129.1048951,4.316083916,4.79020979,0.377902098,2.424755245,NAN,83.21678322,NAN,25.53146853,26.19020979,NAN,NAN,NAN
2016,8,5,224.0347222,4.579861111,5.195833333,0.420069444,2.62125,NAN,155.9236111,NAN,26.20347222,26.22638889,NAN,NAN,NAN
2016,8,6,176.0979021,4.686013986,5.32027972,0.705524476,3.839370629,NAN,146.0629371,NAN,24.90629371,26.17622378,NAN,NAN,NAN
2016,8,7,141.6013986,3.897902098,4.403496503,0.433846154,3.065314685,NAN,110.4685315,NAN,23.84615385,26.16993007,NAN,NAN,NAN
2016,8,8,71.625,5.673611111,6.304166667,0.751875,3.880902778,NAN,72.34027778,NAN,23.90277778,26.00416667,NAN,NAN,NAN
2016,8,9,116.3426573,5.925874126,6.417482517,0.63986014,3.303286713,NAN,67.67832168,NAN,24.54615385,25.78041958,NAN,NAN,NAN
2016,8,10,193.5524476,3.271328671,3.854545455,0.281958042,2.50006993,NAN,137.5104895,NAN,25.15524476,25.73533835,NAN,NAN,NAN
2016,8,11,194.070922,3.517391304,3.997101449,0.229432624,2.128142857,NAN,127.7446809,NAN,25.76524823,26.0248227,NAN,NAN,NAN
2016,8,12,230.0694444,5.621678322,6.362237762,0.487916667,2.906805556,NAN,169.4305556,NAN,26.94166667,26.05625,NAN,NAN,NAN
2016,8,13,218.6944444,6.649305556,7.611111111,0.615625,3.061111111,NAN,173.7152778,NAN,26.65694444,26.12916667,NAN,NAN,NAN
2016,8,14,255.8958333,5.786805556,6.443055556,0.677638889,4.062430556,NAN,200.2152778,NAN,24.52986111,25.71180556,NAN,NAN,NAN
2016,8,15,214.7569444,3.65,4.138194444,0.236388889,1.957291667,NAN,132.6319444,NAN,24.30694444,25.66805556,NAN,NAN,NAN
2016,8,16,212.3541667,7.378472222,8.209027778,0.688125,2.491736111,NAN,151.5625,NAN,25.33263889,25.68541667,NAN,NAN,NAN
2016,8,17,227.3472222,2.599305556,3.015277778,0.317430556,2.622291667,NAN,168.3541667,NAN,24.53263889,25.69166667,NAN,NAN,NAN
2016,8,18,242.3958333,3.832638889,4.320833333,0.537986111,3.252083333,NAN,168.3888889,NAN,24.00138889,25.88148148,NAN,NAN,NAN
2016,8,19,191.8194444,3.577083333,3.966666667,0.220208333,1.849097222,NAN,97.18055556,NAN,24.57083333,25.93888889,NAN,NAN,NAN
2016,8,20,208.4027778,5.696527778,6.413194444,0.433888889,2.357638889,NAN,139.5416667,NAN,26.06666667,25.91388889,NAN,NAN,NAN
2016,8,21,246.6458333,8.791666667,9.71875,1.1,4.149513889,NAN,220.4583333,NAN,23.7375,25.59583333,NAN,NAN,NAN
2016,8,22,175.0839161,4.748251748,5.591608392,0.758251748,3.875314685,NAN,183.8461538,NAN,21.59090909,25.33006993,NAN,NAN,NAN
2016,8,23,197.7622378,3.69020979,4.172727273,0.257692308,2.155034965,NAN,140.2797203,NAN,22.01118881,25.26923077,NAN,NAN,NAN
2016,8,24,178.3958333,5.413888889,6.051388889,0.353263889,2.048402778,NAN,124.9375,NAN,24.30277778,25.12083333,NAN,NAN,NAN
2016,8,25,226.9930556,6.296503497,7.143356643,0.665208333,3.368125,NAN,174.8125,NAN,25.90138889,25.20625,NAN,NAN,NAN
2016,8,26,283.9166667,3.976388889,4.445138889,0.547291667,3.283680556,NAN,185.9791667,NAN,24.62152778,25.47291667,NAN,NAN,NAN
2016,8,27,125.9583333,3.430555556,3.895138889,0.294930556,2.041944444,NAN,75.95833333,NAN,24.55416667,25.65138889,NAN,NAN,NAN
2016,8,28,234.7430556,2.614583333,3.038888889,0.388611111,3.294583333,NAN,121.9097222,NAN,24.40486111,25.74822695,NAN,NAN,NAN
2016,8,29,123.6527778,5.35,5.835416667,0.643055556,3.375277778,NAN,79.5,NAN,24.53680556,25.78472222,NAN,NAN,NAN
2016,8,30,113.0915493,3.712676056,4.097887324,0.260140845,1.97,NAN,68.58450704,NAN,23.46478873,25.66690141,NAN,NAN,NAN
2016,8,31,203.5833333,3.889583333,4.347222222,0.326458333,2.261875,NAN,103.3958333,NAN,24.50833333,25.67083333,NAN,NAN,NAN
2016,9,1,35.5,6.955555556,7.722916667,1.177013889,4.684097222,NAN,72.35416667,NAN,21.90694444,25.22708333,NAN,NAN,NAN
2016,9,2,74.22222222,7.942361111,8.825,1.285833333,4.812152778,NAN,53.79861111,NAN,21.07013889,24.675,NAN,NAN,NAN
2016,9,3,88.93055556,6.390972222,6.958333333,0.698958333,3.639861111,NAN,54.85416667,NAN,20.46944444,24.15486111,NAN,NAN,NAN
2016,9,4,107.8125,4.05625,4.472916667,0.416875,2.558958333,NAN,77.34722222,NAN,21.08958333,23.95416667,NAN,NAN,NAN
2016,9,5,131.9861111,3.628472222,3.963194444,0.316805556,2.149027778,NAN,95.47222222,NAN,22.71111111,23.99375,NAN,NAN,NAN
2016,9,6,215.8611111,3.506944444,3.884027778,0.286805556,2.317152778,NAN,104.1736111,NAN,24.85486111,24.43263889,NAN,NAN,NAN
2016,9,7,219.034965,3.308391608,3.696503497,0.373636364,2.961468531,NAN,150.041958,NAN,26.16783217,24.87596899,NAN,NAN,NAN
2016,9,8,238.7777778,5.820422535,6.475352113,0.527847222,3.146111111,NAN,205.6111111,NAN,26.47083333,24.82447552,NAN,NAN,NAN
2016,9,9,153.8333333,4.152777778,4.586111111,0.486805556,3.353888889,NAN,186.9861111,NAN,24.24722222,24.57986111,NAN,NAN,NAN
2016,9,10,188.9166667,7.222916667,8.125,0.562361111,2.698680556,NAN,160.2986111,NAN,24.74513889,24.38819444,NAN,NAN,NAN
2016,9,11,295.5957447,6.875177305,7.707801418,1.135035461,4.636312057,NAN,260.7163121,NAN,20.16170213,23.85248227,NAN,NAN,NAN
2016,9,12,124.4405594,4.297202797,4.80979021,0.295314685,2.131538462,NAN,96.51748252,NAN,19.5972028,23.93356643,NAN,NAN,NAN
2016,9,13,208.034965,4.114685315,4.551048951,0.358811189,2.354125874,NAN,129.3986014,NAN,22.11678322,23.84545455,NAN,NAN,NAN
2016,9,14,130.4027778,6.142361111,6.717361111,0.698472222,3.298125,NAN,92.57638889,NAN,22.25833333,23.76597222,NAN,NAN,NAN
2016,9,15,109.2708333,6.453472222,7.152777778,0.754305556,4.061875,NAN,44.85416667,NAN,19.68611111,23.56388889,NAN,NAN,NAN
2016,9,16,122.4084507,4.629577465,5.06056338,0.493028169,3.547323944,NAN,64.35915493,NAN,20.19577465,23.31197183,NAN,NAN,NAN
2016,9,17,201.6805556,6.430985915,7.244366197,0.488472222,2.578888889,NAN,133.875,NAN,23.26041667,23.26041667,NAN,NAN,NAN
2016,9,18,224.2847222,4.436805556,4.939583333,0.472638889,3.513611111,NAN,166.2847222,NAN,22.12777778,23.25069444,NAN,NAN,NAN
2016,9,19,191.0694444,2.655555556,2.988194444,0.180902778,1.859027778,NAN,116.0486111,NAN,22.25763889,23.57569444,NAN,NAN,NAN
2016,9,20,201.7916667,3.244444444,3.571527778,0.255138889,2.282777778,NAN,120.3402778,NAN,22.30277778,23.68611111,NAN,NAN,NAN
2016,9,21,97.85416667,3.6375,4.004861111,0.344722222,2.816666667,NAN,98.29861111,NAN,22.40347222,23.63888889,NAN,NAN,NAN
2016,9,22,163.4166667,2.623611111,2.933333333,0.180416667,1.997638889,NAN,38.36111111,NAN,22.83888889,23.79583333,NAN,NAN,NAN
2016,9,23,184.9375,3.902777778,4.251388889,0.256180556,1.879027778,NAN,103.6875,NAN,23.82013889,23.89166667,NAN,NAN,NAN
2016,9,24,84.61111111,7.747222222,8.524305556,1.228680556,4.892013889,NAN,45.93055556,NAN,19.54652778,23.43055556,NAN,NAN,NAN
2016,9,25,116.2013889,6.140277778,6.700694444,0.664861111,3.724652778,NAN,57.30555556,NAN,17.57222222,22.95069444,NAN,NAN,NAN
2016,9,26,198.1597222,7.679166667,8.504861111,0.830555556,2.586944444,NAN,176.6944444,NAN,19.18263889,22.45625,NAN,NAN,NAN
2016,9,27,222.1944444,8.819444444,9.706944444,1.02875,1.911111111,NAN,226.3402778,NAN,18.26111111,21.84513889,NAN,NAN,NAN
2016,9,28,207.7847222,4.655555556,5.229166667,0.451458333,2.339930556,NAN,149.2708333,NAN,17.82777778,21.28402778,NAN,NAN,NAN
2016,9,29,144.3125,5.458333333,6.15625,0.910208333,2.246388889,NAN,57.54166667,NAN,17.40902778,21.075,NAN,NAN,NAN
2016,9,30,111.9305556,7.084027778,7.869444444,1.221180556,2.22,NAN,58.08333333,NAN,17.36388889,21.06180556,NAN,NAN,NAN
2016,10,1,123.1048951,4.330769231,4.979020979,0.636083916,2.229230769,NAN,72.73426573,NAN,17.32797203,20.98461538,NAN,NAN,NAN
2016,10,2,230.2291667,4.952777778,5.498611111,0.417013889,2.572777778,NAN,153.9236111,NAN,17.35833333,20.71458333,NAN,NAN,NAN
2016,10,3,255.2152778,4.755555556,5.202083333,0.454652778,2.904236111,NAN,173.7083333,NAN,16.94583333,20.35486111,NAN,NAN,NAN
2016,10,4,145.2152778,4.213333333,4.983333333,0.358194444,2.203541667,NAN,79.20833333,NAN,18.42013889,20.37847222,NAN,NAN,NAN
2016,10,5,162.8680556,7.823611111,8.498611111,0.627430556,2.813541667,NAN,131.9583333,NAN,19.59236111,20.26111111,NAN,NAN,NAN
2016,10,6,145.0555556,5.313194444,5.784722222,0.364652778,2.150208333,NAN,94.10416667,NAN,19.90069444,20.56458333,NAN,NAN,NAN
2016,10,7,174.2916667,5.122222222,5.69375,0.332083333,2.039513889,NAN,122.9097222,NAN,20.18958333,20.54930556,NAN,NAN,NAN
2016,10,8,274.0763889,7.438194444,8.269444444,1.004166667,3.807291667,NAN,245.1041667,NAN,16.93541667,20.13194444,NAN,NAN,NAN
2016,10,9,232.1527778,7.040972222,8.134722222,1.111736111,4.574652778,NAN,178.5069444,NAN,13.51736111,19.68472222,NAN,NAN,NAN
2016,10,10,95.40277778,4.636805556,5.527083333,0.759236111,4.499722222,NAN,68.08333333,NAN,13.03263889,19.50694444,NAN,NAN,NAN
2016,10,11,147.2916667,4.565972222,5.023611111,0.327569444,2.131527778,NAN,85.52777778,NAN,14.00486111,19.22361111,NAN,NAN,NAN
2016,10,12,190.5694444,6.718055556,7.4125,0.454791667,2.261875,NAN,127.8263889,NAN,18.12777778,18.875,NAN,NAN,NAN
2016,10,13,267.3402778,7.492361111,8.495138889,1.138402778,4.290902778,NAN,225.25,NAN,15.16388889,18.73333333,NAN,NAN,NAN
2016,10,14,177.7986111,3.8,4.357638889,0.296666667,2.078541667,NAN,123.4027778,NAN,12.34166667,18.44444444,NAN,NAN,NAN
2016,10,15,180.6180556,5.829166667,6.452083333,0.368333333,2.038125,NAN,126.9861111,NAN,15.53472222,18.20208333,NAN,NAN,NAN
2016,10,16,217.4791667,6.596527778,7.348611111,0.564375,2.802013889,NAN,145.0069444,NAN,20.29027778,18.22083333,NAN,NAN,NAN
2016,10,17,198.6319444,5.100694444,5.920138889,0.367708333,2.553472222,NAN,125.6041667,NAN,20.74791667,18.37708333,NAN,NAN,NAN
2016,10,18,209.6503497,8.824475524,10.02027972,0.818111888,3.092797203,NAN,170.7972028,NAN,22.39020979,18.46923077,NAN,NAN,NAN
2016,10,19,102.3125,4.146527778,4.599305556,0.454791667,3.171388889,NAN,150.5277778,NAN,18.35416667,18.69097222,NAN,NAN,NAN
2016,10,20,90.36805556,6.497222222,7.194444444,0.915314685,4.158055556,NAN,51.43055556,NAN,16.40208333,18.50138889,NAN,NAN,NAN
2016,10,21,55.51388889,12.2875,13.27152778,2.296408451,5.982986111,NAN,44.89583333,NAN,13.63472222,18.08680556,NAN,NAN,NAN
2016,10,22,268.4027778,10.64861111,11.73263889,2.031188811,5.791180556,NAN,239.4097222,NAN,9.916666667,17.25,NAN,NAN,NAN
2016,10,23,250.0833333,6.865972222,7.585416667,1.131458333,4.679652778,NAN,263.4444444,NAN,13.64236111,16.9125,NAN,NAN,NAN
2016,10,24,276.0138889,9.129166667,10.08819444,1.350277778,4.601736111,NAN,247.5347222,NAN,13.23125,16.51805556,NAN,NAN,NAN
2016,10,25,294.6180556,6.669444444,7.714583333,1.051527778,4.429097222,NAN,234.0763889,NAN,10.40486111,15.89722222,NAN,NAN,NAN
2016,10,26,113.5833333,6.347916667,7.172916667,0.776111111,4.124097222,NAN,59.99305556,NAN,8.317361111,15.46527778,NAN,NAN,NAN
2016,10,27,200.0277778,8.745833333,9.723611111,1.246760563,5.272916667,NAN,154.5833333,NAN,9.607638889,15.25486111,NAN,NAN,NAN
2016,10,28,267.3263889,5.690277778,6.531944444,0.764583333,3.494513889,NAN,199.5972222,NAN,10.24930556,14.88472222,NAN,NAN,NAN
2016,10,29,219.7430556,7.559027778,8.388888889,0.733888889,3.341111111,NAN,173.4861111,NAN,15.85625,14.19583333,NAN,NAN,NAN
2016,10,30,123.5277778,5.517361111,6.121527778,0.71875,3.491875,NAN,102.0763889,NAN,13.93472222,14.53263889,NAN,NAN,NAN
2016,10,31,117.080292,5.52189781,6.375912409,0.777591241,4.188686131,NAN,90.03649635,NAN,9.962043796,14.14671533,NAN,NAN,NAN
