,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrite filtered,Unit Nitrite filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
0,2012-01-17,0.068,mg/L,53.0,mg/L,4.1,mg/L,3.19,mg/L,49.4,mg/L,3.7,µg/L,3.6,µg/L,6.04,mg/L,,,0.584,mg/L,0.334,mg/L,6.725,mg/L,,,0.133,mg/L,0.0346,mg/L,0.105,mg/L,,,0.0365,mg/L,6.01,mg/L,,,702.0,µS/cm,,,67.3,NTU
1,2012-01-23,0.046,mg/L,53.5,mg/L,3.8,mg/L,2.05,mg/L,49.3,mg/L,1.4,µg/L,,,6.6,mg/L,,,0.555,mg/L,0.15,mg/L,7.34,mg/L,,,,,0.0376,mg/L,0.088,mg/L,,,0.0378,mg/L,6.42,mg/L,,,694.0,µS/cm,,,34.1,NTU
2,2012-01-31,0.034,mg/L,53.5,mg/L,3.6,mg/L,1.92,mg/L,60.0,mg/L,1.5,µg/L,0.1,µg/L,6.22,mg/L,,,0.504,mg/L,0.163,mg/L,7.39,mg/L,,,,,0.0311,mg/L,0.0619,mg/L,,,0.0321,mg/L,6.26,mg/L,,,729.0,µS/cm,,,17.0,NTU
3,2012-02-06,0.0435,mg/L,50.0,mg/L,3.6500000000000004,mg/L,1.4049999999999998,mg/L,40.05,mg/L,0.7,µg/L,0.1,µg/L,6.234999999999999,mg/L,,,0.5609999999999999,mg/L,0.151,mg/L,6.73,mg/L,,,,,0.03585,mg/L,0.06475,mg/L,,,0.0387,mg/L,5.51,mg/L,,,630.5,µS/cm,30.65,mg/L,26.549999999999997,NTU
4,2012-02-13,0.026,mg/L,56.4,mg/L,3.2,mg/L,0.883,mg/L,51.2,mg/L,3.4,µg/L,0.1,µg/L,6.49,mg/L,,,0.459,mg/L,0.114,mg/L,7.815,mg/L,,,0.0279,mg/L,0.0212,mg/L,0.0534,mg/L,,,0.0242,mg/L,5.32,mg/L,,,735.0,µS/cm,,,14.2,NTU
5,2012-02-21,0.025,mg/L,55.0,mg/L,3.8,mg/L,1.16,mg/L,94.0,mg/L,3.0,µg/L,1.8,µg/L,5.64,mg/L,,,0.499,mg/L,0.129,mg/L,5.705,mg/L,,,0.0282,mg/L,0.0145,mg/L,0.0537,mg/L,,,0.0187,mg/L,4.65,mg/L,,,867.0,µS/cm,,,17.6,NTU
6,2012-02-28,0.014,mg/L,52.0,mg/L,3.9,mg/L,1.24,mg/L,75.3,mg/L,5.3,µg/L,4.3,µg/L,5.45,mg/L,,,0.44,mg/L,0.163,mg/L,5.95,mg/L,,,0.0403,mg/L,0.0107,mg/L,0.0609,mg/L,,,0.0163,mg/L,4.62,mg/L,,,772.0,µS/cm,,,25.6,NTU
7,2012-03-05,0.022,mg/L,50.6,mg/L,3.9,mg/L,3.94,mg/L,43.6,mg/L,10.9,µg/L,7.2,µg/L,5.92,mg/L,,,0.498,mg/L,0.441,mg/L,6.27,mg/L,,,0.0997,mg/L,0.0145,mg/L,0.0921,mg/L,,,0.0209,mg/L,4.33,mg/L,,,645.0,µS/cm,160.0,mg/L,61.4,NTU
8,2012-03-12,0.011,mg/L,51.5,mg/L,4.0,mg/L,1.335,mg/L,48.5,mg/L,1.9,µg/L,,,6.15,mg/L,,,0.5255000000000001,mg/L,0.146,mg/L,6.6075,mg/L,,,0.03555,mg/L,0.01735,mg/L,0.06334999999999999,mg/L,,,0.02255,mg/L,4.470000000000001,mg/L,,,677.5,µS/cm,,,20.5,NTU
9,2012-03-20,0.007,mg/L,52.4,mg/L,4.1,mg/L,1.02,mg/L,48.2,mg/L,,,,,5.72,mg/L,,,0.537,mg/L,0.146,mg/L,6.0600000000000005,mg/L,,,0.0331,mg/L,0.0173,mg/L,0.0532,mg/L,,,0.0225,mg/L,3.33,mg/L,,,675.0,µS/cm,,,25.9,NTU
10,2012-03-26,0.005,mg/L,52.4,mg/L,4.2,mg/L,1.6,mg/L,52.7,mg/L,16.9,µg/L,17.9,µg/L,4.86,mg/L,,,0.502,mg/L,0.253,mg/L,5.28,mg/L,,,0.0411,mg/L,0.0035,mg/L,0.0559,mg/L,,,0.0081,mg/L,0.9,mg/L,,,695.0,µS/cm,,,25.2,NTU
11,2012-04-02,0.005,mg/L,51.7,mg/L,4.2,mg/L,0.83,mg/L,60.8,mg/L,12.1,µg/L,13.0,µg/L,4.79,mg/L,,,0.589,mg/L,0.149,mg/L,5.54,mg/L,5.11,mg/L,0.0239,mg/L,0.0002,mg/L,0.0289,mg/L,,,0.0081,mg/L,0.89,mg/L,,,727.0,µS/cm,,,8.76,NTU
12,2012-04-10,0.0055,mg/L,47.8,mg/L,4.0,mg/L,1.67,mg/L,66.30000000000001,mg/L,20.200000000000003,µg/L,18.55,µg/L,4.645,mg/L,,,0.5175000000000001,mg/L,0.286,mg/L,4.975,mg/L,4.715,mg/L,0.0235,mg/L,0.0010999999999999998,mg/L,0.0349,mg/L,,,0.0078000000000000005,mg/L,0.02,mg/L,,,729.5,µS/cm,,,10.95,NTU
13,2012-04-16,0.012,mg/L,47.1,mg/L,4.7,mg/L,0.105,mg/L,64.4,mg/L,38.4,µg/L,35.9,µg/L,4.63,mg/L,,,0.47,mg/L,0.02,mg/L,5.15,mg/L,4.61,mg/L,0.0471,mg/L,0.001,mg/L,0.0388,mg/L,,,0.0076,mg/L,0.45,mg/L,,,722.0,µS/cm,38.2,mg/L,31.0,NTU
14,2012-06-11,0.021,mg/L,44.9,mg/L,4.6,mg/L,2.15,mg/L,65.4,mg/L,12.4,µg/L,10.7,µg/L,5.74,mg/L,,,0.581,mg/L,0.215,mg/L,6.42,mg/L,6.07,mg/L,0.0598,mg/L,0.0411,mg/L,0.12,mg/L,,,0.0417,mg/L,4.08,mg/L,,,715.0,µS/cm,71.4,mg/L,73.1,NTU
15,2012-06-18,0.023,mg/L,43.0,mg/L,4.5,mg/L,1.95,mg/L,72.6,mg/L,7.2,µg/L,7.0,µg/L,5.04,mg/L,,,0.577,mg/L,0.214,mg/L,5.18,mg/L,,,0.0611,mg/L,0.0284,mg/L,0.0823,mg/L,,,0.0298,mg/L,4.01,mg/L,,,,,74.7,mg/L,77.1,NTU
16,2012-06-25,0.057,mg/L,42.5,mg/L,4.8,mg/L,2.27,mg/L,85.9,mg/L,16.2,µg/L,14.3,µg/L,4.14,mg/L,,,0.565,mg/L,0.292,mg/L,4.63,mg/L,,,0.0697,mg/L,0.0399,mg/L,0.136,mg/L,,,0.043,mg/L,6.98,mg/L,,,,,104.8,mg/L,94.5,NTU
17,2012-07-03,0.028,mg/L,42.6,mg/L,4.2,mg/L,1.78,mg/L,88.4,mg/L,6.0,µg/L,5.4,µg/L,3.33,mg/L,,,0.455,mg/L,0.21,mg/L,3.88,mg/L,,,0.052,mg/L,0.0436,mg/L,0.1,mg/L,,,0.0444,mg/L,7.44,mg/L,,,,,61.0,mg/L,57.0,NTU
18,2012-07-23,0.024,mg/L,29.8,mg/L,4.8,mg/L,4.17,mg/L,92.9,mg/L,47.7,µg/L,39.2,µg/L,1.6,mg/L,,,0.529,mg/L,0.605,mg/L,2.13,mg/L,,,0.0915,mg/L,0.0005,mg/L,0.0569,mg/L,,,0.009,mg/L,0.38,mg/L,,,,,109.0,mg/L,76.8,NTU
19,2012-07-30,0.023,mg/L,31.4,mg/L,5.5,mg/L,6.91,mg/L,88.5,mg/L,101.0,µg/L,85.0,µg/L,2.29,mg/L,,,0.516,mg/L,1.0,mg/L,3.43,mg/L,,,0.177,mg/L,0.0016,mg/L,0.158,mg/L,,,0.0103,mg/L,4.61,mg/L,,,,,206.5,mg/L,151.0,NTU
20,2012-08-07,0.009,mg/L,20.0,mg/L,5.4,mg/L,15.7,mg/L,86.2,mg/L,265.0,µg/L,257.0,µg/L,0.006,mg/L,,,0.46,mg/L,3.18,mg/L,3.28,mg/L,,,0.165,mg/L,0.0017,mg/L,0.0866,mg/L,,,0.0101,mg/L,6.41,mg/L,,,,,120.0,mg/L,82.8,NTU
21,2012-08-27,0.023,mg/L,35.1,mg/L,4.4,mg/L,4.0,mg/L,88.3,mg/L,65.0,µg/L,57.3,µg/L,1.86,mg/L,,,0.438,mg/L,0.589,mg/L,2.52,mg/L,,,0.0757,mg/L,0.0006,mg/L,0.0692,mg/L,,,0.0096,mg/L,2.78,mg/L,,,,,119.3,mg/L,55.5,NTU
22,2012-09-04,0.023,mg/L,38.8,mg/L,4.5,mg/L,2.2,mg/L,94.4,mg/L,8.6,µg/L,7.0,µg/L,2.12,mg/L,,,0.5,mg/L,0.285,mg/L,2.72,mg/L,,,0.0657,mg/L,0.0155,mg/L,0.0907,mg/L,,,0.0243,mg/L,3.2,mg/L,,,,,94.0,mg/L,72.9,NTU
23,2012-09-10,0.022,mg/L,30.5,mg/L,5.2,mg/L,2.3,mg/L,65.9,mg/L,15.3,µg/L,11.6,µg/L,2.01,mg/L,,,0.453,mg/L,0.47,mg/L,2.84,mg/L,,,0.238,mg/L,0.0386,mg/L,0.203,mg/L,,,0.0448,mg/L,4.46,mg/L,,,,,201.5,mg/L,188.0,NTU
24,2012-09-18,0.019,mg/L,35.6,mg/L,4.8,mg/L,2.18,mg/L,76.9,mg/L,8.6,µg/L,8.7,µg/L,2.77,mg/L,,,0.51,mg/L,0.261,mg/L,3.21,mg/L,,,0.0691,mg/L,0.0293,mg/L,0.113,mg/L,,,0.0384,mg/L,4.5,mg/L,,,,,86.7,mg/L,83.8,NTU
25,2012-09-24,0.009,mg/L,34.2,mg/L,4.3,mg/L,2.45,mg/L,66.6,mg/L,7.5,µg/L,7.2,µg/L,2.4,mg/L,,,0.426,mg/L,0.237,mg/L,2.75,mg/L,,,0.0631,mg/L,0.035,mg/L,0.116,mg/L,,,0.044,mg/L,4.27,mg/L,,,,,85.7,mg/L,73.7,NTU
26,2012-10-01,0.017,mg/L,38.1,mg/L,5.1,mg/L,1.65,mg/L,76.3,mg/L,25.1,µg/L,21.7,µg/L,2.83,mg/L,,,0.517,mg/L,0.237,mg/L,3.08,mg/L,,,0.065,mg/L,0.0331,mg/L,0.0996,mg/L,,,0.0408,mg/L,3.63,mg/L,,,,,67.0,mg/L,61.0,NTU
27,2012-10-09,0.009,mg/L,37.6,mg/L,4.5,mg/L,2.68,mg/L,78.6,mg/L,31.7,µg/L,30.4,µg/L,1.94,mg/L,,,0.438,mg/L,0.49,mg/L,2.66,mg/L,,,0.0491,mg/L,0.0013,mg/L,0.0761,mg/L,,,0.0104,mg/L,0.89,mg/L,,,,,53.0,mg/L,50.0,NTU
28,2012-10-16,0.013000000000000001,mg/L,42.0,mg/L,4.199999999999999,mg/L,1.9,mg/L,98.7,mg/L,8.5,µg/L,7.199999999999999,µg/L,4.32,mg/L,,,0.5415000000000001,mg/L,0.20450000000000002,mg/L,4.945,mg/L,,,0.059399999999999994,mg/L,0.00875,mg/L,0.07935,mg/L,,,0.0179,mg/L,1.38,mg/L,,,,,65.45,mg/L,51.7,NTU
29,2012-10-23,0.01,mg/L,41.6,mg/L,5.3,mg/L,1.62,mg/L,76.6,mg/L,3.8,µg/L,3.7,µg/L,3.18,mg/L,,,0.516,mg/L,0.182,mg/L,4.07,mg/L,,,0.0516,mg/L,0.0281,mg/L,0.0927,mg/L,,,0.0397,mg/L,3.04,mg/L,,,,,45.8,mg/L,53.6,NTU
30,2012-11-05,0.093,mg/L,43.5,mg/L,5.9,mg/L,1.96,mg/L,53.7,mg/L,6.5,µg/L,6.0,µg/L,6.22,mg/L,,,0.706,mg/L,0.24,mg/L,6.45,mg/L,,,0.0531,mg/L,0.0417,mg/L,0.118,mg/L,,,0.0458,mg/L,7.02,mg/L,,,,,54.5,mg/L,38.3,NTU
31,2012-11-19,0.007,mg/L,52.8,mg/L,4.3,mg/L,0.623,mg/L,75.3,mg/L,1.8,µg/L,,,5.98,mg/L,,,0.581,mg/L,0.076,mg/L,6.35,mg/L,,,0.0177,mg/L,0.0234,mg/L,0.0526,mg/L,,,0.0315,mg/L,4.66,mg/L,,,,,10.3,mg/L,9.35,NTU
32,2013-05-01,0.009,mg/L,44.0,mg/L,4.6,mg/L,1.01,mg/L,48.5,mg/L,3.6,µg/L,3.5,µg/L,4.88,mg/L,,,0.546,mg/L,0.131,mg/L,5.52,mg/L,,,0.034,mg/L,0.0115,mg/L,0.0422,mg/L,0.0203,mg/L,,,,,2.89,mg/L,,,36.4,mg/L,23.3,NTU
33,2013-06-25,0.017,mg/L,,,,,,,58.4,mg/L,13.1,µg/L,10.1,µg/L,7.05,mg/L,,,0.599,mg/L,,,,,,,,,0.0117,mg/L,0.0503,mg/L,0.0176,mg/L,,,,,,,,,90.8,mg/L,,
34,2013-07-08,0.04,mg/L,45.8,mg/L,5.5,mg/L,5.11,mg/L,45.4,mg/L,0.4,µg/L,0.1,µg/L,7.64,mg/L,0.013,mg/L,0.706,mg/L,0.59,mg/L,8.06,mg/L,,,0.0669,mg/L,0.0372,mg/L,0.115,mg/L,0.0424,mg/L,,,,,5.06,mg/L,,,163.1,mg/L,47.0,NTU
35,2013-07-24,0.018,mg/L,,,,,,,64.1,mg/L,,,,,4.82,mg/L,,,0.578,mg/L,,,,,,,,,0.0368,mg/L,0.044,mg/L,0.0983,mg/L,,,,,,,,,46.2,mg/L,,
36,2013-07-30,0.021,mg/L,,,,,,,75.1,mg/L,,,,,4.83,mg/L,,,0.518,mg/L,,,,,,,,,0.0578,mg/L,0.116,mg/L,0.0639,mg/L,,,,,,,,,123.0,mg/L,,
37,2013-08-06,0.0075,mg/L,,,,,,,55.9,mg/L,,,,,3.365,mg/L,,,0.497,mg/L,,,,,,,,,0.01115,mg/L,0.09834999999999999,mg/L,0.01885,mg/L,,,,,,,,,101.5,mg/L,,
38,2013-08-13,0.037,mg/L,,,,,,,61.9,mg/L,,,,,2.46,mg/L,,,0.505,mg/L,,,,,,,,,0.0019,mg/L,0.0532,mg/L,0.0103,mg/L,,,,,,,,,48.8,mg/L,,
39,2013-08-20,0.005,mg/L,,,,,,,78.6,mg/L,,,,,3.04,mg/L,,,0.504,mg/L,,,,,,,,,0.0015,mg/L,0.0667,mg/L,0.0082,mg/L,,,,,,,,,63.8,mg/L,,
40,2013-08-27,0.029,mg/L,,,,,,,84.0,mg/L,,,,,3.09,mg/L,,,0.529,mg/L,,,,,,,,,0.0057,mg/L,0.0698,mg/L,0.0134,mg/L,,,,,,,,,86.2,mg/L,,
41,2013-09-04,0.017,mg/L,,,,,,,71.6,mg/L,,,,,2.39,mg/L,,,0.413,mg/L,,,,,,,,,0.0258,mg/L,0.11,mg/L,0.0322,mg/L,,,,,,,,,101.5,mg/L,,
42,2013-09-24,0.059,mg/L,,,,,,,24.4,mg/L,,,,,3.8600000000000003,mg/L,,,0.8965000000000001,mg/L,,,,,,,,,0.1275,mg/L,0.213,mg/L,0.138,mg/L,,,,,,,,,119.95,mg/L,,
43,2013-10-08,0.01,mg/L,,,,,,,28.9,mg/L,,,,,3.935,mg/L,,,0.7775000000000001,mg/L,,,,,,,,,0.11,mg/L,0.26949999999999996,mg/L,0.11449999999999999,mg/L,,,,,,,,,270.5,mg/L,,
44,2013-10-10,0.029,mg/L,,,,,,,21.4,mg/L,,,,,5.15,mg/L,,,0.788,mg/L,,,,,,,,,0.136,mg/L,0.225,mg/L,0.148,mg/L,,,,,,,,,99.3,mg/L,,
45,2013-10-17,0.009,mg/L,,,,,,,41.4,mg/L,,,,,5.44,mg/L,,,0.662,mg/L,,,,,,,,,0.0709,mg/L,0.125,mg/L,0.0809,mg/L,,,,,,,,,40.4,mg/L,,
46,2013-10-22,0.015,mg/L,,,,,,,39.7,mg/L,,,,,4.76,mg/L,,,0.71,mg/L,,,,,,,,,0.0438,mg/L,0.0875,mg/L,0.0477,mg/L,,,,,,,,,50.4,mg/L,,
47,2013-10-29,0.022,mg/L,,,,,,,22.6,mg/L,,,,,6.29,mg/L,,,0.721,mg/L,,,,,,,,,0.0797,mg/L,0.167,mg/L,0.083,mg/L,,,,,,,,,77.1,mg/L,,
48,2013-11-05,0.044,mg/L,,,,,,,23.0,mg/L,,,,,4.88,mg/L,,,0.76,mg/L,,,,,,,,,0.111,mg/L,0.204,mg/L,0.12,mg/L,,,,,,,,,50.8,mg/L,,
49,2013-11-12,0.0265,mg/L,,,,,,,32.7,mg/L,,,,,5.66,mg/L,,,0.6465000000000001,mg/L,,,,,,,,,0.05165,mg/L,0.121,mg/L,0.05715,mg/L,,,,,,,,,59.400000000000006,mg/L,,
50,2013-11-21,0.048,mg/L,,,,,,,38.2,mg/L,,,,,5.34,mg/L,,,0.58,mg/L,,,,,,,,,0.0376,mg/L,0.0785,mg/L,0.0424,mg/L,,,,,,,,,45.2,mg/L,,
51,2013-11-27,0.083,mg/L,,,,,,,43.7,mg/L,,,,,5.6,mg/L,,,0.796,mg/L,,,,,,,,,0.054,mg/L,0.111,mg/L,0.0603,mg/L,,,,,,,,,19.4,mg/L,,
52,2013-12-03,0.073,mg/L,,,,,,,73.7,mg/L,,,,,5.76,mg/L,,,0.595,mg/L,,,,,,,,,0.0427,mg/L,0.0854,mg/L,0.0477,mg/L,,,,,,,,,6.7,mg/L,,
53,2013-12-10,0.068,mg/L,,,,,,,46.0,mg/L,,,,,5.78,mg/L,,,0.692,mg/L,,,,,,,,,0.0404,mg/L,0.0815,mg/L,0.0453,mg/L,,,,,,,,,20.3,mg/L,,
54,2014-01-07,0.027,mg/L,,,,,,,73.3,mg/L,,,,,6.51,mg/L,,,0.577,mg/L,,,,,,,,,0.0366,mg/L,0.0528,mg/L,0.0411,mg/L,,,,,,,,,6.3,mg/L,,
55,2014-01-14,0.1335,mg/L,,,,,,,64.15,mg/L,,,,,4.125,mg/L,,,0.603,mg/L,,,,,,,,,0.0806,mg/L,0.227,mg/L,0.0844,mg/L,,,,,,,,,103.65,mg/L,,
56,2014-01-20,0.07,mg/L,,,,,,,73.9,mg/L,,,,,5.39,mg/L,,,0.586,mg/L,,,,,,,,,0.0635,mg/L,0.0897,mg/L,0.0678,mg/L,,,,,,,,,13.7,mg/L,,
57,2014-02-03,0.041,mg/L,,,,,,,74.6,mg/L,,,,,6.29,mg/L,,,0.591,mg/L,,,,,,,,,0.0475,mg/L,0.067,mg/L,0.0532,mg/L,,,,,,,,,5.8,mg/L,,
58,2014-02-10,0.1,mg/L,,,,,,,107.0,mg/L,,,,,2.63,mg/L,,,0.448,mg/L,,,,,,,,,0.0361,mg/L,0.068,mg/L,0.0389,mg/L,,,,,,,,,9.7,mg/L,,
59,2014-02-17,0.043,mg/L,,,,,,,86.15,mg/L,,,,,5.8100000000000005,mg/L,,,0.535,mg/L,,,,,,,,,0.04295,mg/L,0.060700000000000004,mg/L,0.0491,mg/L,,,,,,,,,4.65,mg/L,,
60,2014-02-21,0.099,mg/L,,,,,,,92.9,mg/L,,,,,5.74,mg/L,,,0.628,mg/L,,,,,,,,,0.0377,mg/L,0.0668,mg/L,0.0448,mg/L,,,,,,,,,,,,
61,2014-02-22,0.094,mg/L,,,,,,,69.1,mg/L,,,,,4.63,mg/L,,,0.584,mg/L,,,,,,,,,0.0441,mg/L,0.108,mg/L,0.0509,mg/L,,,,,,,,,,,,
62,2014-02-24,0.1345,mg/L,,,,,,,112.05,mg/L,,,,,3.99,mg/L,,,0.7375,mg/L,,,,,,,,,0.0652,mg/L,0.1285,mg/L,0.0739,mg/L,,,,,,,,,29.0,mg/L,,
63,2014-03-03,0.0675,mg/L,,,,,,,119.5,mg/L,,,,,5.43,mg/L,,,0.649,mg/L,,,,,,,,,0.028499999999999998,mg/L,0.05345,mg/L,0.0379,mg/L,,,,,,,,,9.3,mg/L,,
64,2014-03-10,0.028333333333333335,mg/L,,,,,,,94.76666666666667,mg/L,,,,,5.613333333333333,mg/L,,,0.4686666666666666,mg/L,,,,,,,,,0.0265,mg/L,0.0458,mg/L,0.03433333333333333,mg/L,,,,,,,,,6.2339,mg/L,,
65,2014-03-17,0.16,mg/L,,,,,,,125.0,mg/L,,,,,2.97,mg/L,,,0.709,mg/L,,,,,,,,,0.0724,mg/L,0.141,mg/L,0.0815,mg/L,,,,,,,,,34.5161,mg/L,,
66,2014-03-20,0.14200000000000002,mg/L,,,,,,,60.05,mg/L,,,,,2.985,mg/L,,,0.669,mg/L,,,,,,,,,0.05615,mg/L,0.175,mg/L,0.06575,mg/L,,,,,,,,,112.20394999999999,mg/L,,
67,2014-03-21,0.135,mg/L,,,,,,,51.6,mg/L,,,,,2.66,mg/L,,,0.679,mg/L,,,,,,,,,0.0655,mg/L,0.221,mg/L,0.0755,mg/L,,,,,,,,,153.1915,mg/L,,
68,2014-03-24,0.195,mg/L,,,,,,,52.7,mg/L,,,,,3.58,mg/L,,,0.712,mg/L,,,,,,,,,0.0656,mg/L,0.169,mg/L,0.0744,mg/L,,,,,,,,,105.4839,mg/L,,
69,2014-03-25,0.173,mg/L,,,,,,,55.5,mg/L,,,,,4.21,mg/L,,,0.657,mg/L,,,,,,,,,0.0584,mg/L,0.143,mg/L,0.0675,mg/L,,,,,,,,,72.9167,mg/L,,
70,2014-03-26,0.13,mg/L,,,,,,,57.8,mg/L,,,,,4.49,mg/L,,,0.659,mg/L,,,,,,,,,0.0509,mg/L,0.111,mg/L,0.0601,mg/L,,,,,,,,,52.7607,mg/L,,
71,2014-03-28,0.07675,mg/L,,,,,,,68.32499999999999,mg/L,,,,,4.67,mg/L,,,0.561,mg/L,,,,,,,,,0.038175,mg/L,0.088075,mg/L,0.045725,mg/L,,,,,,,,,48.995675,mg/L,,
72,2014-03-29,0.09133333333333334,mg/L,,,,,,,61.333333333333336,mg/L,,,,,4.319999999999999,mg/L,,,0.6026666666666667,mg/L,,,,,,,,,0.03933333333333333,mg/L,0.1446666666666667,mg/L,0.04683333333333333,mg/L,,,,,,,,,148.25,mg/L,,
73,2014-03-30,0.246,mg/L,,,,,,,37.0,mg/L,,,,,3.63,mg/L,,,0.776,mg/L,,,,,,,,,0.0715,mg/L,0.349,mg/L,0.0801,mg/L,,,,,,,,,443.0769,mg/L,,
74,2014-03-31,0.19133333333333336,mg/L,,,,,,,37.5,mg/L,,,,,4.076666666666667,mg/L,,,0.7456666666666667,mg/L,,,,,,,,,0.06316666666666666,mg/L,0.25433333333333336,mg/L,0.0716,mg/L,,,,,,,,,193.7016,mg/L,,
