,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrite filtered,Unit Nitrite filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
279,2017-05-02,0.10300000000000002,mg/L,,,,,,,28.040000000000003,mg/L,15.600000000000001,µg/L,12.600000000000001,µg/L,3.4616666666666664,mg/L,,,0.6673333333333332,mg/L,,,,,,,,,0.027933333333333334,mg/L,0.26043333333333335,mg/L,0.03606666666666667,mg/L,,,,,,,,,238.795,mg/L,,
280,2017-05-05,0.0475,mg/L,,,,,,,33.95,mg/L,,,,,5.869999999999999,mg/L,,,0.7415,mg/L,,,,,,,,,0.030100000000000002,mg/L,0.2555,mg/L,0.0383,mg/L,,,,,,,,,206.42,mg/L,,
281,2017-05-06,0.082,mg/L,,,,,,,25.9,mg/L,,,,,4.46,mg/L,,,0.746,mg/L,,,,,,,,,0.0628,mg/L,0.35,mg/L,0.0703,mg/L,,,,,,,,,,,,
282,2017-05-07,0.061,mg/L,,,,,,,25.7,mg/L,,,,,6.1,mg/L,,,0.665,mg/L,,,,,,,,,0.0526,mg/L,0.322,mg/L,0.0601,mg/L,,,,,,,,,,,,
283,2017-05-08,0.0315,mg/L,,,,,,,10.905000000000001,mg/L,,,,,3.065,mg/L,,,0.3775,mg/L,,,,,,,,,0.036449999999999996,mg/L,0.12425,mg/L,0.04025,mg/L,,,,,,,,,,,,
284,2017-05-09,0.0625,mg/L,,,,,,,25.75,mg/L,5.5,µg/L,5.0,µg/L,6.245,mg/L,,,0.74,mg/L,,,,,,,,,0.0648,mg/L,0.1815,mg/L,0.07314999999999999,mg/L,,,,,,,,,88.2,mg/L,,
285,2017-05-10,0.038,mg/L,,,,,,,30.6,mg/L,,,,,6.5,mg/L,,,0.698,mg/L,,,,,,,,,0.0506,mg/L,0.116,mg/L,0.0583,mg/L,,,,,,,,,,,,
286,2017-05-11,0.028,mg/L,,,,,,,36.3,mg/L,,,,,6.69,mg/L,,,0.613,mg/L,,,,,,,,,0.0377,mg/L,0.0997,mg/L,0.0443,mg/L,,,,,,,,,,,,
287,2017-05-12,0.013,mg/L,,,,,,,40.7,mg/L,,,,,6.62,mg/L,,,0.6,mg/L,,,,,,,,,0.0288,mg/L,0.106,mg/L,0.0333,mg/L,,,,,,,,,,,,
288,2017-05-13,0.01,mg/L,,,,,,,44.8,mg/L,,,,,6.27,mg/L,,,0.578,mg/L,,,,,,,,,0.0182,mg/L,0.0789,mg/L,0.0261,mg/L,,,,,,,,,,,,
289,2017-05-15,0.0055,mg/L,,,,,,,25.654999999999998,mg/L,,,,,3.084,mg/L,,,0.31799999999999995,mg/L,,,,,,,,,0.00105,mg/L,0.03605,mg/L,0.00465,mg/L,,,,,,,,,,,,
290,2017-05-16,0.015,mg/L,,,,,,,58.8,mg/L,53.8,µg/L,50.1,µg/L,5.675,mg/L,,,0.59,mg/L,,,,,,,,,0.0010999999999999998,mg/L,0.10775000000000001,mg/L,0.00735,mg/L,,,,,,,,,44.96,mg/L,,
291,2017-05-17,0.022,mg/L,,,,,,,64.9,mg/L,,,,,5.23,mg/L,,,0.556,mg/L,,,,,,,,,0.001,mg/L,0.0604,mg/L,0.0054,mg/L,,,,,,,,,,,,
292,2017-05-18,0.02,mg/L,,,,,,,64.9,mg/L,,,,,5.19,mg/L,,,0.533,mg/L,,,,,,,,,0.0008,mg/L,0.0395,mg/L,0.0051,mg/L,,,,,,,,,,,,
293,2017-05-19,0.021,mg/L,,,,,,,65.7,mg/L,,,,,5.25,mg/L,,,0.531,mg/L,,,,,,,,,0.0009,mg/L,0.0612,mg/L,0.0057,mg/L,,,,,,,,,,,,
294,2017-05-20,0.027,mg/L,,,,,,,64.3,mg/L,,,,,5.34,mg/L,,,0.522,mg/L,,,,,,,,,0.0009,mg/L,0.0706,mg/L,0.0056,mg/L,,,,,,,,,,,,
295,2017-05-21,0.026,mg/L,,,,,,,55.6,mg/L,,,,,5.34,mg/L,,,0.515,mg/L,,,,,,,,,0.0006,mg/L,0.0747,mg/L,0.0056,mg/L,,,,,,,,,,,,
296,2017-05-22,0.0195,mg/L,,,,,,,28.705,mg/L,,,,,2.9274999999999998,mg/L,,,0.28950000000000004,mg/L,,,,,,,,,0.001,mg/L,0.0391,mg/L,0.0033,mg/L,,,,,,,,,,,,
297,2017-05-24,0.023,mg/L,,,,,,,70.1,mg/L,,,,,5.35,mg/L,,,0.626,mg/L,,,,,,,,,0.0012,mg/L,0.11,mg/L,0.0074,mg/L,,,,,,,,,,,,
298,2017-05-25,0.026,mg/L,,,,,,,55.8,mg/L,,,,,5.28,mg/L,,,0.573,mg/L,,,,,,,,,0.0015,mg/L,0.102,mg/L,0.0054,mg/L,,,,,,,,,,,,
299,2017-05-26,0.05,mg/L,,,,,,,49.7,mg/L,,,,,4.69,mg/L,,,0.632,mg/L,,,,,,,,,0.0044,mg/L,0.106,mg/L,0.009,mg/L,,,,,,,,,,,,
300,2017-05-27,0.163,mg/L,,,,,,,41.6,mg/L,,,,,7.37,mg/L,,,1.17,mg/L,,,,,,,,,0.0838,mg/L,0.267,mg/L,0.0923,mg/L,,,,,,,,,,,,
301,2017-05-28,0.042,mg/L,,,,,,,42.6,mg/L,,,,,7.9,mg/L,,,0.827,mg/L,,,,,,,,,0.0187,mg/L,0.139,mg/L,0.0271,mg/L,,,,,,,,,,,,
302,2017-05-29,0.0135,mg/L,,,,,,,21.51,mg/L,,,,,4.08,mg/L,,,0.3805,mg/L,,,,,,,,,0.00655,mg/L,0.040850000000000004,mg/L,0.0109,mg/L,,,,,,,,,,,,
303,2017-05-30,0.018000000000000002,mg/L,,,,,,,44.65,mg/L,,,,,8.695,mg/L,,,0.723,mg/L,,,,,,,,,0.01175,mg/L,0.10189999999999999,mg/L,0.0194,mg/L,,,,,,,,,62.88,mg/L,,
304,2017-05-31,0.012,mg/L,,,,,,,46.5,mg/L,,,,,8.46,mg/L,,,0.682,mg/L,,,,,,,,,0.0064,mg/L,0.0926,mg/L,0.0141,mg/L,,,,,,,,,,,,
305,2017-06-01,0.009,mg/L,,,,,,,48.9,mg/L,,,,,7.85,mg/L,,,0.636,mg/L,,,,,,,,,0.0081,mg/L,0.0999,mg/L,0.0152,mg/L,,,,,,,,,,,,
306,2017-06-02,0.007,mg/L,,,,,,,53.3,mg/L,,,,,7.68,mg/L,,,0.681,mg/L,,,,,,,,,0.0007,mg/L,0.0727,mg/L,0.0073,mg/L,,,,,,,,,,,,
307,2017-06-03,0.008,mg/L,,,,,,,52.6,mg/L,,,,,7.73,mg/L,,,0.642,mg/L,,,,,,,,,0.0003,mg/L,0.0825,mg/L,0.0122,mg/L,,,,,,,,,,,,
308,2017-06-04,0.0085,mg/L,,,,,,,28.005,mg/L,,,,,3.9135,mg/L,,,0.3385,mg/L,,,,,,,,,0.00035,mg/L,0.033350000000000005,mg/L,0.00475,mg/L,,,,,,,,,,,,
309,2017-06-05,0.005,mg/L,,,,,,,59.8,mg/L,,,,,7.28,mg/L,,,0.605,mg/L,,,,,,,,,0.0003,mg/L,0.0667,mg/L,0.0098,mg/L,,,,,,,,,,,,
310,2017-06-06,0.025,mg/L,,,,,,,63.4,mg/L,,,,,6.57,mg/L,,,0.655,mg/L,,,,,,,,,0.001,mg/L,0.085,mg/L,0.0068,mg/L,,,,,,,,,,,,
311,2017-06-07,0.027,mg/L,,,,,,,67.6,mg/L,,,,,6.96,mg/L,,,0.646,mg/L,,,,,,,,,0.0044,mg/L,0.0644,mg/L,0.0116,mg/L,,,,,,,,,,,,
312,2017-06-08,0.013,mg/L,,,,,,,58.7,mg/L,,,,,4.86,mg/L,,,0.552,mg/L,,,,,,,,,0.0006,mg/L,0.0668,mg/L,0.0061,mg/L,,,,,,,,,,,,
313,2017-06-09,0.013,mg/L,,,,,,,68.9,mg/L,,,,,4.88,mg/L,,,0.563,mg/L,,,,,,,,,0.0033,mg/L,0.0863,mg/L,0.0099,mg/L,,,,,,,,,,,,
314,2017-06-11,0.013,mg/L,,,,,,,72.1,mg/L,,,,,5.63,mg/L,,,0.547,mg/L,,,,,,,,,0.0049,mg/L,0.0809,mg/L,0.0116,mg/L,,,,,,,,,,,,
315,2017-06-12,0.011,mg/L,,,,,,,36.655,mg/L,,,,,2.7515,mg/L,,,0.28550000000000003,mg/L,,,,,,,,,0.00125,mg/L,0.04245,mg/L,0.005350000000000001,mg/L,,,,,,,,,,,,
316,2017-06-13,0.02,mg/L,,,,,,,77.94999999999999,mg/L,,,,,5.1899999999999995,mg/L,,,0.5445,mg/L,,,,,,,,,0.0015999999999999999,mg/L,0.088,mg/L,0.0074,mg/L,,,,,,,,,59.95,mg/L,,
317,2017-06-14,0.007,mg/L,,,,,,,80.6,mg/L,,,,,4.76,mg/L,,,0.544,mg/L,,,,,,,,,0.0003,mg/L,0.0612,mg/L,0.0068,mg/L,,,,,,,,,,,,
318,2017-06-15,0.014,mg/L,,,,,,,80.1,mg/L,,,,,4.69,mg/L,,,0.534,mg/L,,,,,,,,,0.001,mg/L,0.0488,mg/L,0.0096,mg/L,,,,,,,,,,,,
319,2017-06-16,0.022,mg/L,,,,,,,78.1,mg/L,,,,,4.62,mg/L,,,0.597,mg/L,,,,,,,,,0.0006,mg/L,0.0584,mg/L,0.0079,mg/L,,,,,,,,,,,,
320,2017-06-17,0.025,mg/L,,,,,,,76.7,mg/L,,,,,3.94,mg/L,,,0.538,mg/L,,,,,,,,,0.0008,mg/L,0.082,mg/L,0.0069,mg/L,,,,,,,,,,,,
321,2017-06-18,0.013,mg/L,,,,,,,84.2,mg/L,,,,,3.93,mg/L,,,0.564,mg/L,,,,,,,,,0.0004,mg/L,0.0514,mg/L,0.0076,mg/L,,,,,,,,,,,,
322,2017-06-19,0.0085,mg/L,,,,,,,44.705000000000005,mg/L,,,,,2.309,mg/L,,,0.28850000000000003,mg/L,,,,,,,,,0.00025,mg/L,0.02905,mg/L,0.0048000000000000004,mg/L,,,,,,,,,,,,
323,2017-06-23,0.044,mg/L,,,,,,,85.4,mg/L,,,,,3.34,mg/L,,,0.593,mg/L,,,,,,,,,0.002,mg/L,0.0983,mg/L,0.0081,mg/L,,,,,,,,,,,,
324,2017-06-24,0.055,mg/L,,,,,,,76.1,mg/L,,,,,4.27,mg/L,,,0.611,mg/L,,,,,,,,,0.0033,mg/L,0.127,mg/L,0.0097,mg/L,,,,,,,,,,,,
325,2017-06-25,0.139,mg/L,,,,,,,66.8,mg/L,,,,,8.1,mg/L,,,1.01,mg/L,,,,,,,,,0.0476,mg/L,0.269,mg/L,0.0587,mg/L,,,,,,,,,,,,
326,2017-06-26,0.043,mg/L,,,,,,,35.505,mg/L,,,,,2.0425,mg/L,,,0.362,mg/L,,,,,,,,,0.0172,mg/L,0.12695,mg/L,0.0212,mg/L,,,,,,,,,,,,
327,2017-06-27,0.051500000000000004,mg/L,,,,,,,55.25,mg/L,,,,,5.45,mg/L,,,0.712,mg/L,,,,,,,,,0.04095,mg/L,0.164,mg/L,0.0485,mg/L,,,,,,,,,105.33,mg/L,,
328,2017-06-28,0.042,mg/L,,,,,,,54.2,mg/L,,,,,5.23,mg/L,,,0.691,mg/L,,,,,,,,,0.0397,mg/L,0.121,mg/L,0.0459,mg/L,,,,,,,,,,,,
329,2017-06-29,0.019,mg/L,,,,,,,55.7,mg/L,,,,,6.71,mg/L,,,0.647,mg/L,,,,,,,,,0.0373,mg/L,0.144,mg/L,0.0431,mg/L,,,,,,,,,,,,
330,2017-06-30,0.022,mg/L,,,,,,,60.0,mg/L,,,,,7.32,mg/L,,,0.652,mg/L,,,,,,,,,0.0333,mg/L,0.123,mg/L,0.0411,mg/L,,,,,,,,,,,,
331,2017-07-01,0.015,mg/L,,,,,,,57.1,mg/L,,,,,7.13,mg/L,,,0.622,mg/L,,,,,,,,,0.032,mg/L,0.118,mg/L,0.0371,mg/L,,,,,,,,,,,,
332,2017-07-02,0.016,mg/L,,,,,,,66.6,mg/L,,,,,7.26,mg/L,,,0.653,mg/L,,,,,,,,,0.0297,mg/L,0.115,mg/L,0.0351,mg/L,,,,,,,,,,,,
333,2017-07-03,0.021500000000000002,mg/L,,,,,,,35.055,mg/L,,,,,3.8895,mg/L,,,0.3425,mg/L,,,,,,,,,0.0123,mg/L,0.04225,mg/L,0.016399999999999998,mg/L,,,,,,,,,,,,
334,2017-07-04,0.014,mg/L,,,,,,,71.7,mg/L,,,,,6.38,mg/L,,,0.583,mg/L,,,,,,,,,0.0138,mg/L,0.133,mg/L,0.0182,mg/L,,,,,,,,,,,,
335,2017-07-05,0.014,mg/L,,,,,,,70.3,mg/L,,,,,5.56,mg/L,,,0.556,mg/L,,,,,,,,,0.0095,mg/L,0.113,mg/L,0.0136,mg/L,,,,,,,,,,,,
336,2017-07-06,0.016,mg/L,,,,,,,68.8,mg/L,,,,,5.82,mg/L,,,0.546,mg/L,,,,,,,,,0.0046,mg/L,0.117,mg/L,0.0102,mg/L,,,,,,,,,,,,
337,2017-07-07,0.016,mg/L,,,,,,,68.1,mg/L,,,,,5.37,mg/L,,,0.558,mg/L,,,,,,,,,0.0009,mg/L,0.124,mg/L,0.0076,mg/L,,,,,,,,,,,,
338,2017-07-08,0.02,mg/L,,,,,,,68.8,mg/L,,,,,5.14,mg/L,,,0.599,mg/L,,,,,,,,,0.0011,mg/L,0.121,mg/L,0.006,mg/L,,,,,,,,,,,,
339,2017-07-09,0.021,mg/L,,,,,,,72.2,mg/L,,,,,5.13,mg/L,,,0.607,mg/L,,,,,,,,,0.0031,mg/L,0.244,mg/L,0.0099,mg/L,,,,,,,,,,,,
340,2017-07-10,0.021,mg/L,,,,,,,34.505,mg/L,,,,,2.3645,mg/L,,,0.3285,mg/L,,,,,,,,,0.0030499999999999998,mg/L,0.06225,mg/L,0.00695,mg/L,,,,,,,,,,,,
341,2017-07-11,0.08499999999999999,mg/L,,,,,,,50.7,mg/L,,,,,4.29,mg/L,,,0.6385,mg/L,,,,,,,,,0.02415,mg/L,0.13,mg/L,0.02445,mg/L,,,,,,,,,120.45,mg/L,,
342,2017-07-12,0.052,mg/L,,,,,,,74.7,mg/L,,,,,4.05,mg/L,,,0.624,mg/L,,,,,,,,,0.0131,mg/L,0.122,mg/L,0.0143,mg/L,,,,,,,,,,,,
343,2017-07-13,0.053,mg/L,,,,,,,69.9,mg/L,,,,,3.96,mg/L,,,0.66,mg/L,,,,,,,,,0.0123,mg/L,0.108,mg/L,0.0163,mg/L,,,,,,,,,,,,
344,2017-07-14,0.042,mg/L,,,,,,,61.8,mg/L,,,,,3.15,mg/L,,,0.583,mg/L,,,,,,,,,0.0128,mg/L,0.126,mg/L,0.0171,mg/L,,,,,,,,,,,,
345,2017-07-15,0.05,mg/L,,,,,,,54.1,mg/L,,,,,2.91,mg/L,,,0.554,mg/L,,,,,,,,,0.0136,mg/L,0.119,mg/L,0.0191,mg/L,,,,,,,,,,,,
346,2017-07-16,0.04,mg/L,,,,,,,61.8,mg/L,,,,,4.43,mg/L,,,0.592,mg/L,,,,,,,,,0.0044,mg/L,0.108,mg/L,0.0104,mg/L,,,,,,,,,,,,
347,2017-07-17,0.027,mg/L,,,,,,,20.555,mg/L,,,,,3.173,mg/L,,,0.386,mg/L,,,,,,,,,0.0246,mg/L,0.09179999999999999,mg/L,0.02815,mg/L,,,,,,,,,,,,
348,2017-07-18,0.032,mg/L,,,,,,,42.5,mg/L,,,,,6.34,mg/L,,,0.712,mg/L,,,,,,,,,0.0461,mg/L,0.169,mg/L,0.0653,mg/L,,,,,,,,,,,,
349,2017-07-19,0.026,mg/L,,,,,,,48.8,mg/L,,,,,6.27,mg/L,,,0.684,mg/L,,,,,,,,,0.0478,mg/L,0.172,mg/L,0.0662,mg/L,,,,,,,,,,,,
350,2017-07-20,0.022,mg/L,,,,,,,55.0,mg/L,,,,,5.7,mg/L,,,0.634,mg/L,,,,,,,,,0.0441,mg/L,0.157,mg/L,0.0598,mg/L,,,,,,,,,,,,
351,2017-07-21,0.021,mg/L,,,,,,,60.9,mg/L,,,,,5.71,mg/L,,,0.575,mg/L,,,,,,,,,0.0429,mg/L,0.154,mg/L,0.0593,mg/L,,,,,,,,,,,,
352,2017-07-23,0.022,mg/L,,,,,,,62.4,mg/L,,,,,5.93,mg/L,,,0.606,mg/L,,,,,,,,,0.043,mg/L,0.152,mg/L,0.0615,mg/L,,,,,,,,,,,,
353,2017-07-24,0.013,mg/L,,,,,,,32.205000000000005,mg/L,,,,,2.9185,mg/L,,,0.3155,mg/L,,,,,,,,,0.0149,mg/L,0.07469999999999999,mg/L,0.02145,mg/L,,,,,,,,,,,,
354,2017-07-25,0.024,mg/L,,,,,,,67.8,mg/L,,,,,4.75,mg/L,,,0.62,mg/L,,,,,,,,,0.033,mg/L,0.155,mg/L,0.0446,mg/L,,,,,,,,,107.98,mg/L,,
355,2017-07-31,0.011,mg/L,,,,,,,76.8,mg/L,,,,,4.41,mg/L,,,0.533,mg/L,,,,,,,,,0.0315,mg/L,0.114,mg/L,0.0359,mg/L,,,,,,,,,68.13,mg/L,,
356,2017-08-01,0.011,mg/L,,,,,,,82.0,mg/L,,,,,4.43,mg/L,,,0.57,mg/L,,,,,,,,,0.0293,mg/L,0.103,mg/L,0.0342,mg/L,,,,,,,,,87.56,mg/L,,
357,2017-08-02,0.017,mg/L,,,,,,,88.9,mg/L,,,,,3.85,mg/L,,,0.464,mg/L,,,,,,,,,0.026,mg/L,0.107,mg/L,0.0309,mg/L,,,,,,,,,90.0,mg/L,,
358,2017-08-03,0.014,mg/L,,,,,,,92.6,mg/L,,,,,3.62,mg/L,,,0.477,mg/L,,,,,,,,,0.0163,mg/L,0.132,mg/L,0.0218,mg/L,,,,,,,,,141.18,mg/L,,
359,2017-08-04,0.017,mg/L,,,,,,,92.1,mg/L,,,,,4.26,mg/L,,,0.482,mg/L,,,,,,,,,0.0128,mg/L,0.12,mg/L,0.0176,mg/L,,,,,,,,,111.18,mg/L,,
360,2017-08-05,0.022,mg/L,,,,,,,99.8,mg/L,,,,,3.4,mg/L,,,0.586,mg/L,,,,,,,,,0.0145,mg/L,0.16,mg/L,0.0213,mg/L,,,,,,,,,160.74,mg/L,,
361,2017-08-06,0.018,mg/L,,,,,,,92.9,mg/L,,,,,3.52,mg/L,,,0.548,mg/L,,,,,,,,,0.0306,mg/L,0.139,mg/L,0.0378,mg/L,,,,,,,,,95.87,mg/L,,
362,2017-08-07,0.015,mg/L,,,,,,,72.2,mg/L,,,,,3.3,mg/L,,,0.673,mg/L,,,,,,,,,0.0085,mg/L,0.125,mg/L,0.0167,mg/L,,,,,,,,,89.14,mg/L,,
363,2017-08-08,0.0235,mg/L,,,,,,,71.4,mg/L,,,,,2.9050000000000002,mg/L,,,0.536,mg/L,,,,,,,,,0.0156,mg/L,0.1225,mg/L,0.022350000000000002,mg/L,,,,,,,,,86.125,mg/L,,
364,2017-08-21,0.026,mg/L,,,,,,,89.3,mg/L,,,,,2.6,mg/L,,,0.55,mg/L,,,,,,,,,0.0182,mg/L,0.101,mg/L,0.025,mg/L,,,,,,,,,92.91,mg/L,,
365,2017-08-22,0.03,mg/L,,,,,,,93.55000000000001,mg/L,,,,,3.41,mg/L,,,0.6265000000000001,mg/L,,,,,,,,,0.035449999999999995,mg/L,0.11699999999999999,mg/L,0.0453,mg/L,,,,,,,,,66.39500000000001,mg/L,,
366,2017-08-23,0.027,mg/L,,,,,,,94.6,mg/L,,,,,2.15,mg/L,,,0.606,mg/L,,,,,,,,,0.0026,mg/L,0.118,mg/L,0.0124,mg/L,,,,,,,,,60.0,mg/L,,
367,2017-08-24,0.03,mg/L,,,,,,,91.0,mg/L,,,,,2.02,mg/L,,,0.54,mg/L,,,,,,,,,0.0011,mg/L,0.124,mg/L,0.0089,mg/L,,,,,,,,,81.88,mg/L,,
368,2017-08-25,0.025,mg/L,,,,,,,90.9,mg/L,,,,,2.22,mg/L,,,0.554,mg/L,,,,,,,,,0.0017,mg/L,0.123,mg/L,0.0119,mg/L,,,,,,,,,80.61,mg/L,,
369,2017-08-26,0.023,mg/L,,,,,,,90.4,mg/L,,,,,2.44,mg/L,,,0.508,mg/L,,,,,,,,,0.0008,mg/L,0.109,mg/L,0.0091,mg/L,,,,,,,,,69.3,mg/L,,
370,2017-08-27,0.02,mg/L,,,,,,,93.6,mg/L,,,,,3.53,mg/L,,,0.613,mg/L,,,,,,,,,0.0082,mg/L,0.122,mg/L,0.0168,mg/L,,,,,,,,,74.76,mg/L,,
371,2017-08-28,0.01,mg/L,,,,,,,91.75,mg/L,,,,,3.135,mg/L,,,0.58,mg/L,,,,,,,,,0.04025,mg/L,0.1275,mg/L,0.051750000000000004,mg/L,,,,,,,,,89.49000000000001,mg/L,,
372,2017-08-29,0.014,mg/L,,,,,,,90.5,mg/L,,,,,3.01,mg/L,,,0.593,mg/L,,,,,,,,,0.0507,mg/L,0.143,mg/L,0.06,mg/L,,,,,,,,,84.21,mg/L,,
373,2017-08-30,0.012,mg/L,,,,,,,93.5,mg/L,,,,,3.45,mg/L,,,0.601,mg/L,,,,,,,,,0.0473,mg/L,0.114,mg/L,0.0602,mg/L,,,,,,,,,102.5,mg/L,,
374,2017-08-31,0.005,mg/L,,,,,,,94.8,mg/L,,,,,4.03,mg/L,,,0.674,mg/L,,,,,,,,,0.0319,mg/L,0.126,mg/L,0.0446,mg/L,,,,,,,,,75.89,mg/L,,
375,2017-09-05,0.015,mg/L,,,,,,,90.4,mg/L,,,,,3.265,mg/L,,,0.6315,mg/L,,,,,,,,,0.04915,mg/L,0.14700000000000002,mg/L,0.06515,mg/L,,,,,,,,,86.575,mg/L,,
376,2017-09-18,0.011999999999999999,mg/L,,,,,,,87.7,mg/L,,,,,2.1166666666666667,mg/L,,,0.564,mg/L,,,,,,,,,0.0012,mg/L,0.059566666666666664,mg/L,0.013433333333333334,mg/L,,,,,,,,,32.046666666666674,mg/L,,
377,2017-09-19,0.015,mg/L,,,,,,,92.8,mg/L,,,,,2.38,mg/L,,,0.643,mg/L,,,,,,,,,0.0006,mg/L,0.0607,mg/L,0.0123,mg/L,,,,,,,,,23.83,mg/L,,
378,2017-09-20,0.014,mg/L,,,,,,,89.6,mg/L,,,,,1.79,mg/L,,,0.537,mg/L,,,,,,,,,0.0006,mg/L,0.079,mg/L,0.0164,mg/L,,,,,,,,,33.7,mg/L,,
379,2017-09-21,0.017,mg/L,,,,,,,92.9,mg/L,,,,,1.71,mg/L,,,0.571,mg/L,,,,,,,,,0.0004,mg/L,0.0883,mg/L,0.0137,mg/L,,,,,,,,,28.9,mg/L,,
380,2017-09-22,0.012,mg/L,,,,,,,94.0,mg/L,,,,,2.48,mg/L,,,0.656,mg/L,,,,,,,,,0.0002,mg/L,0.0937,mg/L,0.0152,mg/L,,,,,,,,,43.51,mg/L,,
381,2017-09-23,0.012,mg/L,,,,,,,96.7,mg/L,,,,,3.08,mg/L,,,0.695,mg/L,,,,,,,,,0.0002,mg/L,0.0907,mg/L,0.0167,mg/L,,,,,,,,,47.06,mg/L,,
382,2017-09-24,0.012,mg/L,,,,,,,101.0,mg/L,,,,,3.03,mg/L,,,0.656,mg/L,,,,,,,,,0.0004,mg/L,0.121,mg/L,0.0168,mg/L,,,,,,,,,79.25,mg/L,,
383,2017-09-25,0.011,mg/L,,,,,,,99.15,mg/L,,,,,3.075,mg/L,,,0.6635,mg/L,,,,,,,,,0.00045,mg/L,0.1305,mg/L,0.0155,mg/L,,,,,,,,,69.58,mg/L,,
384,2017-09-26,0.006,mg/L,,,,,,,100.0,mg/L,,,,,2.29,mg/L,,,0.586,mg/L,,,,,,,,,0.0021,mg/L,0.131,mg/L,0.0156,mg/L,,,,,,,,,70.16,mg/L,,
385,2017-09-27,0.006,mg/L,,,,,,,100.0,mg/L,,,,,1.65,mg/L,,,0.515,mg/L,,,,,,,,,0.0004,mg/L,0.164,mg/L,0.0246,mg/L,,,,,,,,,113.29,mg/L,,
386,2017-09-28,0.006,mg/L,,,,,,,88.7,mg/L,,,,,2.42,mg/L,,,0.571,mg/L,,,,,,,,,0.0009,mg/L,0.153,mg/L,0.0128,mg/L,,,,,,,,,157.52,mg/L,,
